frame_number,track_id,x1,y1,x2,y2
103,6,919,381,1906,825
103,7,444,134,1340,326
103,9,328,126,685,309
103,10,278,125,747,308
103,11,865,347,1898,793
103,12,918,169,1972,400
103,13,-34,179,189,427
103,17,641,328,1295,731
103,18,-39,380,94,860
103,20,532,372,1144,841
103,26,217,263,800,610
103,35,540,275,1344,591
103,36,596,243,1319,556
103,39,258,136,968,327
103,40,255,76,684,191
103,45,719,395,1416,803
103,47,777,354,1644,795
103,52,62,475,487,1010
103,65,482,261,1140,600
103,66,926,321,2056,711
103,76,490,259,1143,596
103,78,263,258,691,600
103,79,1192,210,2482,482
103,83,1245,276,2522,610
104,2,15,192,262,465
104,3,508,127,1152,311
104,4,51,460,276,1039
104,5,8,182,79,433
104,6,916,381,1904,825
104,7,432,135,1331,328
104,9,312,125,666,308
104,10,262,125,730,308
104,11,868,347,1896,794
104,12,911,170,1964,402
104,13,-53,178,169,425
104,17,640,327,1296,730
104,18,-42,380,82,858
104,20,528,372,1138,841
104,26,202,263,786,611
104,35,529,277,1335,593
104,36,586,243,1306,558
104,39,245,136,957,327
104,40,240,79,659,194
104,45,714,394,1412,802
104,47,774,351,1634,791
104,52,54,476,480,1011
104,65,475,262,1124,601
104,66,913,322,2031,712
104,76,478,259,1130,596
104,78,248,259,668,602
104,79,1181,211,2474,484
104,83,1239,273,2509,605
105,2,0,192,232,465
105,3,502,128,1137,312
105,4,41,462,257,1041
105,5,-10,182,56,434
105,6,912,381,1901,826
105,7,420,135,1322,329
105,9,295,125,645,307
105,10,246,124,713,307
105,11,871,346,1893,793
105,12,910,171,1954,403
105,13,-72,177,150,424
105,17,643,326,1298,728
105,18,-45,380,72,861
105,20,539,374,1150,844
105,26,187,264,772,612
105,35,519,278,1325,595
105,36,579,244,1294,560
105,39,233,136,947,328
105,40,225,75,633,190
105,45,708,393,1407,800
105,47,767,350,1623,789
105,52,47,476,473,1012
105,65,470,263,1109,602
105,66,900,323,2006,713
105,76,465,258,1118,595
105,78,231,260,643,603
105,79,1170,211,2467,487
105,83,1234,269,2502,600
106,2,-15,192,202,465
106,3,493,128,1118,311
106,4,34,464,242,1044
106,5,-20,182,41,434
106,6,984,326,1879,720
106,7,407,135,1314,330
106,9,280,123,624,305
106,10,230,124,696,307
106,11,872,345,1888,791
106,12,906,171,1937,401
106,13,-91,176,130,423
106,17,645,327,1301,728
106,18,-46,382,62,864
106,20,539,376,1149,848
106,26,172,264,758,613
106,35,508,280,1316,597
106,36,575,245,1283,561
106,39,221,137,936,329
106,40,211,74,606,189
106,45,703,392,1400,797
106,47,759,347,1611,786
106,52,39,477,465,1013
106,65,463,263,1091,602
106,66,882,323,1988,713
106,76,452,258,1105,594
106,78,215,260,617,604
106,79,1168,212,2463,488
106,83,1232,268,2495,597
107,2,-30,192,173,465
107,3,482,127,1098,310
107,4,28,465,228,1046
107,5,-32,180,28,430
107,6,969,322,1871,713
107,7,395,136,1305,331
107,9,266,123,602,303
107,10,213,124,679,306
107,11,870,344,1876,788
107,12,898,170,1920,400
107,13,-110,176,111,421
107,17,639,327,1295,727
107,18,-45,383,52,854
107,20,535,377,1142,849
107,26,156,264,744,614
107,35,497,281,1306,599
107,36,573,245,1273,561
107,39,209,137,925,330
107,40,197,68,578,183
107,45,697,390,1393,795
107,47,745,343,1592,782
107,52,31,477,458,1014
107,65,451,263,1070,600
107,66,863,324,1971,714
107,76,440,257,1092,594
107,78,199,261,592,605
107,79,1173,212,2460,487
107,83,1229,269,2495,599
107,87,1229,210,2553,484
108,2,-51,192,152,465
108,3,469,127,1079,310
108,4,24,466,215,1048
108,5,3,189,68,457
108,6,954,321,1853,707
108,7,383,136,1296,332
108,9,251,122,582,302
108,10,197,123,662,305
108,11,869,342,1865,785
108,12,891,169,1901,397
108,13,-129,175,91,420
108,17,632,326,1286,723
108,18,-55,383,41,853
108,20,528,378,1133,850
108,26,141,265,730,615
108,35,486,283,1297,601
108,36,565,245,1261,561
108,39,197,137,915,330
108,40,179,68,559,182
108,45,692,389,1386,793
108,47,741,341,1573,773
108,52,23,478,450,1015
108,65,439,262,1048,599
108,66,845,324,1953,715
108,76,427,257,1080,593
108,78,184,262,566,607
108,79,1171,212,2451,487
108,83,1224,264,2491,595
108,87,1223,206,2542,480
109,2,-73,192,131,466
109,3,454,128,1060,313
109,4,15,465,197,1046
109,5,-1,191,61,463
109,6,935,322,1838,706
109,7,370,137,1287,334
109,9,235,122,561,303
109,10,181,123,645,305
109,11,867,342,1857,784
109,12,877,168,1888,398
109,13,-147,174,72,418
109,17,627,325,1284,722
109,18,-65,383,30,852
109,20,519,376,1123,850
109,26,126,265,716,616
109,35,476,285,1287,604
109,36,557,244,1246,560
109,39,185,138,904,331
109,40,160,67,540,181
109,45,691,388,1383,790
109,47,740,339,1554,763
109,65,427,259,1028,597
109,66,827,325,1936,715
109,76,415,256,1067,593
109,78,166,262,539,608
109,79,1158,212,2440,488
109,83,1212,261,2480,592
109,87,1238,204,2511,468
110,2,-94,192,110,466
110,3,444,128,1040,312
110,4,-1,465,172,1049
110,5,-12,192,46,466
110,6,915,322,1823,707
110,7,358,137,1279,335
110,9,218,122,538,304
110,10,164,123,628,304
110,11,865,342,1850,785
110,12,868,168,1873,398
110,13,-166,174,52,417
110,17,625,325,1281,722
110,18,-76,383,20,850
110,20,510,375,1109,848
110,26,111,266,702,617
110,35,465,286,1278,606
110,36,547,243,1230,560
110,39,173,138,893,332
110,40,142,67,521,180
110,45,680,388,1373,791
110,47,733,336,1540,758
110,65,417,261,1008,599
110,66,809,325,1918,716
110,76,402,256,1054,592
110,78,151,262,514,608
110,79,1149,212,2422,487
110,83,1202,258,2467,588
110,87,1218,204,2511,472
111,2,-115,192,89,467
111,3,429,128,1026,312
111,4,-13,464,151,1048
111,5,-18,192,33,455
111,6,900,321,1803,703
111,7,345,137,1270,336
111,9,200,122,514,304
111,10,148,122,611,303
111,11,863,342,1847,788
111,12,861,168,1864,400
111,13,-185,173,33,416
111,17,628,325,1286,723
111,18,-86,383,9,849
111,20,503,374,1099,846
111,26,96,266,688,618
111,35,488,129,973,317
111,36,541,242,1216,558
111,39,161,138,883,333
111,40,124,66,502,180
111,45,674,386,1364,788
111,47,728,335,1531,756
111,65,407,261,990,599
111,66,791,326,1901,717
111,76,390,255,1042,592
111,78,138,262,489,608
111,79,1146,212,2415,487
111,83,1197,258,2459,588
111,87,1209,205,2512,476
112,2,-137,192,68,467
112,3,414,128,1012,312
112,4,-24,463,132,1048
112,5,-25,192,25,454
112,6,878,321,1789,706
112,7,333,138,1261,337
112,9,185,122,491,304
112,10,132,122,594,303
112,11,860,346,1843,793
112,12,857,170,1856,403
112,13,-204,172,14,414
112,17,633,325,1290,722
112,18,-96,383,0,848
112,20,499,373,1093,845
112,26,410,263,959,601
112,35,476,127,958,313
112,36,535,242,1203,558
112,40,105,65,483,179
112,45,671,385,1360,786
112,47,722,335,1521,756
112,65,400,262,973,600
112,66,773,326,1883,717
112,76,377,255,1029,591
112,78,127,262,467,609
112,79,1152,212,2408,485
112,83,1191,257,2454,587
112,87,1200,206,2510,479
113,2,-158,192,47,468
113,3,400,128,998,313
113,4,-33,464,115,1048
113,5,-32,192,18,454
113,6,860,320,1773,707
113,7,321,138,1252,338
113,9,169,123,467,305
113,10,116,121,577,302
113,11,859,348,1839,796
113,12,857,171,1848,403
113,13,-223,171,-5,413
113,17,634,325,1293,721
113,18,-106,383,-11,846
113,20,496,374,1088,846
113,26,412,261,948,599
113,35,466,126,943,309
113,36,528,242,1193,559
113,40,87,65,464,178
113,45,726,346,1445,762
113,47,715,334,1508,753
113,65,393,263,958,601
113,66,755,327,1866,718
113,76,365,254,1016,590
113,78,117,262,445,609
113,79,1156,212,2407,485
113,83,1190,258,2449,588
113,87,1201,207,2505,479
113,91,1284,551,2519,1168
114,2,-179,192,26,468
114,3,385,127,983,313
114,4,-42,465,97,1049
114,5,-40,192,11,454
114,6,846,319,1758,707
114,7,308,139,1244,340
114,9,154,123,444,305
114,10,99,121,560,301
114,11,852,349,1829,797
114,12,856,171,1838,403
114,13,-242,171,-24,412
114,17,632,324,1295,722
114,18,-117,383,-21,845
114,20,496,375,1085,849
114,26,411,261,936,598
114,35,457,126,932,308
114,36,524,243,1182,560
114,40,68,64,445,177
114,45,732,335,1458,753
114,47,689,360,1438,757
114,65,379,263,945,601
114,66,737,327,1848,719
114,76,352,254,1003,590
114,78,107,261,424,609
114,79,1151,212,2399,486
114,83,1193,256,2447,585
114,87,1203,207,2491,476
114,91,1289,548,2521,1162
115,2,-201,192,5,468
115,3,370,127,969,313
115,4,-45,466,85,1050
115,5,-47,192,3,454
115,6,832,319,1742,707
115,7,296,139,1235,341
115,9,138,124,420,305
115,10,83,121,543,301
115,11,843,349,1814,797
115,12,852,170,1821,399
115,13,-261,170,-44,410
115,17,628,323,1292,722
115,18,-127,383,-32,843
115,20,499,377,1085,850
115,26,409,262,926,600
115,35,444,125,917,308
115,36,522,243,1174,560
115,40,50,64,426,177
115,45,744,330,1448,731
115,47,683,358,1446,764
115,65,385,261,940,599
115,66,719,328,1831,720
115,76,339,253,991,589
115,78,99,261,404,609
115,79,1138,212,2392,488
115,83,1186,253,2437,581
115,87,1220,208,2477,470
115,91,1293,548,2518,1158
116,2,-222,192,-15,469
116,3,355,127,955,313
116,4,-45,467,76,1052
116,5,-54,192,-3,453
116,6,821,318,1727,707
116,7,284,140,1226,342
116,9,124,122,397,304
116,10,67,120,526,300
116,11,835,349,1802,797
116,12,844,168,1805,397
116,13,-280,169,-63,409
116,17,624,321,1289,720
116,18,-137,383,-43,842
116,20,500,377,1084,851
116,26,408,262,925,600
116,35,430,124,900,306
116,36,522,242,1167,558
116,40,32,63,407,176
116,45,745,328,1439,719
116,47,677,342,1438,749
116,65,380,258,926,596
116,66,700,328,1813,720
116,76,327,253,978,589
116,78,90,260,384,609
116,79,1142,211,2375,483
116,83,1177,249,2425,577
116,87,1224,206,2468,465
116,91,1297,548,2515,1154
117,2,-243,192,-36,469
117,3,341,127,941,313
117,4,-44,466,69,1053
117,5,-61,192,-10,453
117,6,823,318,1696,692
117,9,110,121,374,303
117,10,51,120,509,299
117,11,833,350,1797,799
117,12,837,167,1791,396
117,13,-298,168,-83,408
117,17,618,320,1282,718
117,18,-148,383,-53,841
117,20,494,376,1075,850
117,26,406,262,923,600
117,35,414,123,884,306
117,36,515,241,1155,558
117,40,13,63,388,175
117,45,853,334,1561,723
117,47,669,333,1425,738
117,65,372,255,906,592
117,66,682,329,1796,721
117,76,314,252,965,588
117,78,78,260,359,609
117,79,1140,211,2371,483
117,83,1174,247,2410,572
117,87,1197,205,2486,475
117,91,1270,546,2540,1179
118,2,-265,193,-57,470
118,3,326,127,926,313
118,4,-42,465,59,1033
118,5,-69,192,-17,453
118,6,805,318,1684,696
118,9,97,121,352,302
118,10,34,120,492,299
118,11,833,350,1792,799
118,12,829,166,1778,395
118,13,-317,168,-102,406
118,17,613,317,1276,716
118,18,-158,382,-64,839
118,20,487,374,1064,847
118,26,405,262,922,600
118,35,401,122,868,305
118,36,506,240,1139,557
118,40,-4,62,369,174
118,45,875,332,1597,721
118,47,666,329,1417,732
118,65,363,254,886,589
118,66,664,329,1778,722
118,76,302,252,953,588
118,78,65,260,334,608
118,79,1130,212,2371,487
118,83,1173,245,2397,568
118,87,1182,205,2491,480
118,91,1275,532,2526,1153
119,2,-286,193,-79,470
119,3,311,127,912,313
119,4,-41,452,50,1008
119,5,-76,192,-25,453
119,6,784,318,1672,703
119,9,87,120,329,299
119,10,18,119,475,298
119,11,837,350,1791,798
119,12,821,166,1768,396
119,13,-336,167,-122,405
119,17,607,314,1267,713
119,18,130,264,215,614
119,20,484,373,1055,842
119,26,404,262,920,600
119,35,388,123,852,306
119,36,495,240,1122,557
119,40,-23,62,350,174
119,45,812,338,1500,703
119,47,664,327,1412,729
119,65,353,252,867,587
119,66,646,330,1761,722
119,76,289,251,940,587
119,78,47,260,316,609
119,79,1122,212,2379,493
119,83,1170,242,2390,563
119,87,1174,206,2489,484
119,91,1278,524,2516,1137
120,2,-307,193,-100,471
120,3,297,127,898,313
120,4,-50,450,40,1004
120,5,-83,192,-32,452
120,6,767,317,1655,704
120,9,75,118,306,296
120,10,2,119,458,297
120,11,838,349,1789,797
120,12,821,167,1765,397
120,13,-355,166,-141,403
120,17,599,312,1258,710
120,18,118,260,210,606
120,20,484,372,1052,839
120,26,402,262,919,600
120,35,375,123,834,306
120,36,486,240,1107,556
120,40,-41,61,331,173
120,45,822,335,1502,696
120,47,654,324,1398,726
120,65,343,252,848,586
120,66,628,330,1743,723
120,76,277,251,927,586
120,78,29,260,299,609
120,79,1119,211,2377,494
120,83,1168,243,2384,563
120,87,1169,206,2484,486
120,91,1279,521,2514,1131
121,2,-329,193,-121,471
121,3,282,127,883,313
121,4,-60,449,30,999
121,5,-90,192,-39,452
121,6,753,319,1638,708
121,9,59,117,281,297
121,10,-14,118,441,297
121,11,833,346,1777,793
121,12,812,168,1748,398
121,13,-374,166,-160,402
121,17,594,310,1248,706
121,18,99,258,195,604
121,20,483,372,1048,839
121,26,401,262,918,600
121,35,363,124,816,307
121,36,479,241,1094,558
121,40,-59,60,312,172
121,45,833,332,1505,689
121,47,643,322,1383,723
121,65,334,252,829,586
121,66,610,331,1725,724
121,76,264,250,915,586
121,78,12,260,282,609
121,79,1109,210,2365,494
121,83,1163,242,2374,561
121,87,1167,206,2472,485
121,91,1277,521,2524,1135
122,2,-350,193,-142,472
122,3,267,127,869,313
122,4,-69,447,21,995
122,5,-98,192,-47,452
122,6,734,325,1546,683
122,9,42,117,253,297
122,10,-30,118,424,296
122,11,827,344,1762,788
122,12,808,168,1734,398
122,13,-393,165,-180,401
122,17,588,309,1239,703
122,18,75,257,172,603
122,20,472,372,1034,839
122,26,400,262,916,600
122,35,352,124,800,306
122,36,479,243,1086,559
122,40,-78,60,293,172
122,45,806,317,1537,700
122,47,633,323,1370,724
122,65,324,253,812,587
122,66,592,331,1708,724
122,76,635,320,1389,717
122,78,-5,260,264,609
122,79,1106,209,2348,491
122,83,1147,243,2356,562
122,87,1163,205,2452,482
122,91,1272,518,2539,1143
123,2,-371,193,-163,472
123,3,253,127,855,313
123,4,-78,446,11,991
123,5,-105,192,-54,452
123,6,731,326,1509,670
123,9,23,117,224,296
123,10,-46,118,407,296
123,11,819,343,1747,785
123,12,799,167,1714,396
123,13,-412,164,-199,399
123,17,582,309,1230,702
123,18,49,258,145,604
123,20,469,371,1028,839
123,26,398,262,915,600
123,35,342,124,782,306
123,36,468,243,1068,560
123,40,-96,59,274,171
123,45,789,312,1534,699
123,47,624,337,1354,737
123,65,315,253,793,587
123,66,574,332,1690,725
123,76,648,320,1387,713
123,78,-23,260,247,610
123,79,1136,209,2324,478
123,83,1134,240,2339,559
123,87,1169,204,2425,474
123,91,1274,513,2528,1129
124,2,-393,193,-184,473
124,3,238,127,841,313
124,4,-88,444,1,987
124,5,-112,192,-61,451
124,6,718,326,1486,665
124,9,5,117,195,297
124,10,-62,117,390,295
124,11,812,342,1735,784
124,12,789,167,1692,394
124,13,-431,163,-219,398
124,17,571,310,1216,703
124,18,23,258,116,605
124,20,468,370,1022,836
124,26,397,262,913,600
124,35,327,123,761,305
124,36,459,244,1051,560
124,40,-115,59,255,170
124,45,772,311,1526,700
124,47,614,337,1341,735
124,65,308,253,776,587
124,66,555,332,1673,726
124,76,638,320,1374,716
124,78,-40,260,229,610
124,79,1148,209,2304,470
124,83,1121,241,2321,558
124,87,1163,203,2406,471
124,91,1267,509,2515,1120
125,2,-414,193,-205,473
125,3,223,127,826,313
125,4,-97,443,-8,983
125,5,49,118,92,299
125,6,705,326,1462,660
125,9,-13,116,176,296
125,10,-79,117,373,294
125,11,806,343,1727,786
125,12,773,166,1678,395
125,13,-449,163,-238,397
125,17,560,310,1203,704
125,18,2,257,90,605
125,20,459,368,1009,834
125,26,395,262,912,600
125,35,310,123,740,306
125,36,448,242,1033,559
125,40,-133,58,236,169
125,45,756,310,1513,698
125,47,605,337,1329,733
125,65,299,252,757,585
125,66,537,333,1655,727
125,76,628,319,1360,717
125,78,-58,260,212,610
125,79,1149,210,2292,467
125,83,1112,240,2304,556
125,87,1137,202,2408,478
125,91,1259,506,2505,1115
126,2,-435,193,-226,474
126,3,208,126,812,313
126,4,-106,442,-17,979
126,5,36,117,82,296
126,6,692,326,1438,655
126,9,-32,116,156,295
126,10,-95,117,356,294
126,11,805,345,1724,788
126,12,763,165,1665,395
126,13,-468,162,-258,395
126,17,552,309,1191,702
126,18,-13,258,69,606
126,20,452,367,999,832
126,26,478,270,970,589
126,35,297,122,723,307
126,36,437,242,1017,560
126,40,-151,58,217,169
126,45,741,308,1502,698
126,47,595,337,1317,732
126,65,288,250,737,583
126,66,519,333,1638,727
126,76,625,319,1349,716
126,78,-76,260,194,610
126,79,1149,210,2286,466
126,83,1105,239,2293,555
126,87,1132,203,2410,483
126,91,1256,505,2496,1109
127,2,-457,193,-247,474
127,3,194,126,798,313
127,4,-115,440,-27,975
127,5,22,116,68,293
127,6,680,326,1414,650
127,9,-51,115,137,294
127,10,-111,116,339,293
127,11,812,344,1728,788
127,12,758,166,1656,396
127,13,-487,161,-277,394
127,17,552,307,1185,698
127,18,-23,258,54,606
127,20,448,367,993,832
127,26,483,271,973,588
127,35,289,122,708,307
127,36,433,241,1006,559
127,40,-170,57,198,168
127,45,728,308,1492,699
127,47,586,337,1304,730
127,65,280,248,721,582
127,66,501,334,1620,728
127,76,623,317,1339,713
127,78,-93,260,177,611
127,79,1153,210,2281,463
127,83,1108,240,2280,551
127,87,1131,205,2411,486
127,91,1256,504,2493,1105
128,2,-478,193,-268,475
128,3,179,126,783,313
128,4,-125,439,-37,970
128,5,8,116,53,293
128,6,667,326,1391,645
128,9,-70,115,118,294
128,10,-128,116,322,292
128,11,819,342,1730,785
128,12,757,168,1648,398
128,13,-506,160,-297,393
128,17,555,306,1181,693
128,18,-26,258,44,606
128,20,452,366,997,833
128,26,487,271,976,587
128,35,283,122,696,307
128,36,429,241,998,559
128,40,-188,57,179,167
128,45,719,308,1484,700
128,47,576,337,1292,729
128,65,276,247,709,580
128,66,483,334,1603,729
128,76,616,315,1329,711
128,78,-111,260,159,611
128,79,1145,210,2292,467
128,83,1102,238,2276,550
128,87,1128,206,2411,489
128,91,1257,505,2494,1103
129,2,-499,193,-289,475
129,3,164,126,769,313
129,4,-134,437,-47,966
129,5,-2,115,40,292
129,6,762,328,1532,667
129,9,-89,114,98,293
129,10,-144,115,305,292
129,11,818,340,1727,783
129,12,762,168,1649,400
129,17,559,304,1180,690
129,18,-28,258,37,607
129,20,451,368,994,835
129,26,492,272,978,587
129,35,278,123,684,308
129,36,426,241,990,560
129,40,-207,56,160,166
129,45,710,308,1475,701
129,47,567,337,1280,727
129,65,271,247,696,580
129,66,465,335,1585,729
129,76,610,314,1319,710
129,78,-129,260,142,611
129,79,1122,211,2324,482
129,83,1101,237,2278,551
129,87,1130,206,2408,490
129,91,1261,505,2500,1103
130,2,-521,193,-310,475
130,3,150,126,755,313
130,4,-143,436,-57,962
130,5,-9,116,30,293
130,6,769,329,1542,670
130,9,-108,114,79,292
130,10,-160,115,288,291
130,11,816,338,1719,780
130,12,765,169,1646,400
130,17,560,304,1178,689
130,18,-38,255,27,603
130,20,451,369,993,837
130,26,497,273,981,586
130,35,273,124,673,309
130,36,424,241,982,561
130,40,-225,56,141,166
130,45,699,308,1466,703
130,47,598,324,1306,715
130,65,265,248,681,580
130,66,447,335,1568,730
130,76,643,312,1321,689
130,78,-146,260,125,612
130,79,1104,211,2344,493
130,83,1100,238,2275,551
130,87,1136,206,2407,490
130,91,1265,505,2508,1103
131,2,-542,193,-331,476
131,3,135,126,741,313
131,4,-153,434,-66,958
131,5,-14,114,24,288
131,6,773,332,1552,675
131,9,-128,113,60,291
131,11,814,338,1712,777
131,12,763,168,1632,397
131,17,555,302,1169,687
131,18,-48,253,17,599
131,20,450,370,989,837
131,26,502,273,983,585
131,35,268,124,661,310
131,36,425,242,978,562
131,40,-243,55,122,165
131,45,687,309,1454,704
131,47,598,322,1301,713
131,65,260,249,670,581
131,66,429,336,1550,731
131,76,658,310,1320,677
131,78,-164,260,107,612
131,79,1090,212,2351,501
131,83,1098,239,2264,550
131,87,1134,205,2400,489
131,91,1257,506,2533,1120
132,2,-563,193,-353,476
132,3,120,126,726,313
132,4,-162,433,-76,954
132,5,-20,112,19,284
132,6,775,335,1562,682
132,9,-147,112,40,290
132,11,815,337,1713,777
132,12,757,166,1619,395
132,17,549,301,1161,683
132,18,-57,251,6,595
132,20,452,369,989,836
132,26,506,274,986,584
132,35,263,124,647,309
132,36,429,241,975,560
132,40,-262,54,102,164
132,45,678,309,1443,705
132,47,615,327,1312,716
132,65,256,250,658,582
132,66,411,336,1533,731
132,76,661,309,1315,670
132,78,-182,260,90,612
132,79,1093,213,2343,501
132,83,1092,240,2254,550
132,87,1133,204,2392,488
132,91,1262,505,2538,1119
133,2,-585,194,-374,477
133,3,106,126,712,313
133,4,-171,431,-86,950
133,5,-25,110,13,279
133,6,778,338,1572,688
133,9,-166,112,21,290
133,11,810,338,1708,779
133,12,750,166,1610,396
133,17,551,299,1156,678
133,18,-67,249,-3,591
133,20,453,368,986,835
133,26,511,274,989,584
133,35,253,124,632,310
133,36,425,240,966,560
133,40,-280,54,83,163
133,45,668,309,1429,704
133,47,613,324,1306,713
133,65,254,250,650,583
133,66,392,337,1515,732
133,76,646,308,1312,674
133,78,-199,260,72,612
133,79,1101,214,2331,499
133,83,1091,242,2246,551
133,87,1130,204,2387,489
133,91,1263,503,2535,1115
133,105,570,309,1336,692
133,106,1255,540,2542,1152
134,2,-606,194,-395,477
134,3,91,126,698,313
134,4,-181,430,-96,946
134,5,-30,108,7,274
134,6,785,334,1572,681
134,9,-185,111,1,289
134,11,811,340,1708,782
134,12,745,166,1602,396
134,17,548,298,1150,676
134,18,-77,247,-13,587
134,20,451,367,980,833
134,26,516,275,991,583
134,35,243,122,616,309
134,36,419,240,955,559
134,40,-299,53,64,163
134,45,660,308,1416,703
134,47,609,323,1300,711
134,65,254,249,642,582
134,66,374,337,1498,733
134,76,648,308,1311,673
134,78,-217,259,55,613
134,79,1099,214,2328,500
134,83,1085,245,2238,553
134,87,1129,205,2385,491
134,91,1266,486,2530,1092
134,105,559,305,1328,692
134,106,1256,539,2531,1144
135,2,-627,194,-416,478
135,3,76,126,684,314
135,4,-190,429,-105,941
135,5,-36,105,1,270
135,6,794,328,1570,668
135,9,-204,111,-17,288
135,11,820,342,1717,783
135,12,741,166,1598,397
135,17,547,298,1149,676
135,18,-87,245,-23,583
135,20,451,366,977,831
135,26,520,276,994,582
135,35,235,122,601,308
135,36,414,239,943,558
135,40,-317,53,45,162
135,45,659,306,1409,701
135,47,606,325,1295,714
135,65,249,248,630,581
135,66,356,338,1480,734
135,76,649,308,1310,671
135,78,-235,259,37,613
135,79,1089,213,2329,505
135,83,1077,246,2231,556
135,87,1131,207,2384,494
135,91,1263,498,2523,1101
135,105,557,302,1325,691
135,106,1257,539,2524,1140
135,107,1273,271,2521,629
136,2,-649,194,-437,478
136,3,62,126,669,314
136,4,-199,427,-115,937
136,5,-41,103,-4,265
136,6,795,328,1569,666
136,9,-223,110,-36,287
136,11,827,342,1721,783
136,12,740,167,1591,398
136,17,543,297,1143,674
136,18,-97,243,-33,580
136,20,449,366,973,831
136,26,525,276,996,581
136,35,227,122,586,308
136,36,411,239,934,557
136,40,-335,52,26,161
136,45,682,305,1378,668
136,47,654,328,1350,721
136,65,241,246,614,577
136,76,651,308,1310,670
136,78,-252,259,20,613
136,79,1079,213,2325,508
136,83,1070,247,2222,556
136,87,1131,209,2382,496
136,91,1264,498,2522,1100
136,105,563,300,1320,685
136,106,1259,535,2524,1135
136,107,1271,269,2515,625
137,2,-670,194,-458,479
137,3,47,125,655,314
137,4,-208,426,-125,933
137,5,-46,101,-10,261
137,6,808,317,1568,647
137,9,-242,110,-56,287
137,11,823,340,1718,782
137,12,739,168,1584,400
137,17,538,296,1137,673
137,18,-107,241,-43,576
137,20,446,367,970,833
137,26,530,277,999,581
137,35,221,123,571,308
137,36,406,240,926,559
137,40,-354,52,7,160
137,45,660,306,1387,688
137,47,667,330,1365,724
137,65,234,245,599,575
137,76,688,303,1348,663
137,78,-270,259,2,613
137,79,1077,214,2319,510
137,83,1061,247,2209,556
137,87,1127,210,2376,498
137,91,1263,513,2528,1118
137,105,565,300,1313,683
137,106,1260,501,2532,1105
137,107,1271,269,2513,624
138,3,32,125,641,314
138,4,-218,424,-135,929
138,5,-52,99,-16,256
138,6,813,313,1568,638
138,9,-261,109,-75,286
138,11,821,339,1710,778
138,12,737,168,1577,400
138,17,536,293,1130,668
138,18,-116,239,-54,572
138,20,442,368,964,836
138,26,534,277,1002,580
138,35,215,124,558,309
138,36,404,240,919,560
138,45,609,303,1333,687
138,47,667,332,1365,727
138,65,226,244,585,575
138,76,680,303,1348,665
138,78,-288,259,-14,614
138,79,1083,215,2311,509
138,83,1048,246,2193,555
138,87,1125,212,2368,501
138,91,1263,513,2528,1118
138,105,550,297,1293,678
138,106,1256,499,2544,1110
138,107,1268,267,2510,622
139,3,17,125,626,314
139,4,-227,423,-144,925
139,5,-57,97,-22,252
139,6,815,309,1569,631
139,9,-280,109,-94,285
139,11,819,337,1700,773
139,12,732,168,1565,398
139,17,537,291,1123,661
139,18,-126,236,-64,568
139,20,435,369,953,836
139,26,539,278,1004,579
139,35,211,125,547,309
139,36,405,242,915,561
139,45,594,301,1314,686
139,47,659,333,1356,728
139,65,219,244,572,575
139,76,638,301,1327,677
139,78,-306,259,-31,614
139,79,1077,215,2312,513
139,83,1035,244,2173,552
139,87,1121,213,2359,502
139,91,1264,528,2534,1134
139,105,592,299,1305,666
139,106,1257,499,2542,1109
139,107,1260,265,2505,620
140,3,3,125,612,314
140,4,-236,421,-154,921
140,5,-63,95,-28,247
140,6,819,307,1567,627
140,9,-300,108,-114,284
140,11,822,336,1702,771
140,12,723,167,1554,399
140,17,534,289,1114,655
140,18,-136,234,-74,564
140,20,429,369,943,836
140,26,544,279,1007,579
140,35,204,125,532,310
140,36,401,243,905,562
140,45,612,307,1341,699
140,47,644,312,1335,703
140,65,212,245,559,576
140,76,620,302,1316,685
140,78,-323,259,-49,614
140,79,1084,219,2305,516
140,83,1016,241,2149,550
140,87,1121,217,2351,504
140,91,1264,530,2534,1136
140,105,585,297,1291,659
140,106,1252,496,2533,1104
140,107,1253,263,2498,618
141,4,-246,420,-164,917
141,5,-68,93,-34,243
141,6,823,305,1565,622
141,9,-319,107,-133,284
141,11,817,336,1697,772
141,12,713,167,1546,401
141,17,532,288,1111,654
141,18,-146,232,-84,560
141,20,423,367,934,834
141,26,549,279,1009,578
141,35,193,125,517,311
141,36,391,243,891,562
141,45,598,302,1313,690
141,47,637,328,1332,723
141,65,207,247,547,578
141,76,617,301,1304,679
141,78,-341,259,-66,614
141,79,1087,220,2305,517
141,83,993,239,2122,548
141,87,1115,214,2343,503
141,91,1265,532,2535,1138
141,105,574,311,1306,691
141,106,1245,493,2523,1100
141,107,1249,263,2488,615
142,4,-255,419,-174,912
142,5,-73,91,-40,238
142,6,827,303,1563,618
142,9,-338,107,-152,283
142,11,819,338,1699,773
142,12,705,167,1537,403
142,17,528,287,1105,653
142,18,-156,230,-94,556
142,20,418,364,925,831
142,26,553,280,1012,577
142,35,181,124,498,311
142,36,383,242,878,561
142,45,586,301,1296,688
142,47,636,328,1331,723
142,65,202,248,535,580
142,76,613,300,1317,690
142,78,237,250,495,582
142,79,1083,219,2297,516
142,83,973,237,2095,546
142,87,1107,215,2331,503
142,91,1266,534,2535,1140
