frame_number,track_id,x1,y1,x2,y2
187,35,-146,142,-42,350
187,36,236,242,569,564
187,45,656,262,1348,616
187,65,9,236,123,555
187,76,1530,400,2577,949
187,78,16,238,152,563
187,79,872,221,1858,515
187,83,220,237,1207,559
187,87,958,230,2018,542
187,105,420,293,928,672
187,107,1095,268,2280,620
187,125,1272,489,2824,1154
187,127,-133,20,-85,129
187,129,-24,132,0,300
188,6,358,301,1069,660
188,11,924,318,1869,740
188,12,566,176,1229,420
188,17,313,225,711,526
188,20,211,368,532,838
188,26,531,245,1033,568
188,35,-156,142,-51,351
188,36,230,244,560,567
188,45,646,261,1330,611
188,65,0,236,110,556
188,76,1555,403,2612,957
188,78,11,238,148,562
188,79,862,221,1843,515
188,83,202,237,1189,559
188,87,949,230,2002,541
188,105,419,294,915,667
188,107,1082,268,2264,620
188,125,1302,499,2899,1182
188,127,-143,17,-95,125
188,129,-26,132,-2,296
189,6,332,307,1053,671
189,11,917,317,1860,737
189,12,556,176,1219,422
189,17,300,223,694,525
189,20,203,370,520,841
189,26,512,245,1020,567
189,35,-165,142,-61,351
189,36,219,245,545,570
189,45,637,261,1320,609
189,65,-3,237,101,558
189,76,1581,405,2647,965
189,78,7,237,143,561
189,79,849,222,1829,517
189,87,942,231,1987,540
189,105,410,294,908,672
189,107,1119,269,2241,602
189,125,1331,509,2973,1211
189,127,-153,14,-105,122
189,129,-28,131,-5,292
190,6,305,313,1037,683
190,11,911,316,1849,733
190,12,548,177,1207,424
190,17,290,223,679,524
190,20,197,372,511,844
190,26,491,245,1001,567
190,35,-175,143,-70,352
190,36,210,245,532,571
190,45,632,261,1313,608
190,65,-5,238,94,560
190,76,1606,408,2682,972
190,78,2,237,138,561
190,79,836,222,1814,519
190,87,939,231,1978,540
190,105,396,293,895,674
190,107,1079,271,2241,617
190,125,1361,518,3048,1240
190,127,-162,11,-115,118
190,129,-30,130,-7,288
191,6,279,320,1020,694
191,11,906,316,1842,731
191,12,540,179,1195,426
191,17,280,223,661,521
191,20,195,372,503,845
191,26,469,245,977,568
191,35,-185,143,-80,353
191,36,199,244,515,571
191,45,625,262,1308,610
191,65,-17,238,78,561
191,76,1632,411,2717,980
191,78,-2,236,133,560
191,79,824,222,1797,520
191,87,937,231,1972,540
191,105,382,291,875,672
191,107,1082,271,2241,617
191,125,1391,528,3122,1269
191,127,-172,8,-125,115
191,129,-32,130,-10,285
192,6,253,326,1004,705
192,11,898,316,1837,731
192,12,536,181,1185,428
192,17,266,223,642,522
192,20,188,372,492,846
192,26,446,246,950,569
192,35,-194,143,-89,353
192,36,186,243,493,567
192,45,621,263,1303,611
192,65,-23,238,64,553
192,76,1658,414,2752,988
192,78,-6,236,128,559
192,79,814,223,1784,522
192,87,923,230,1957,540
192,105,367,290,854,669
192,107,1069,272,2239,622
192,125,1420,538,3197,1298
192,127,-182,5,-135,111
192,129,-34,129,-12,281
192,142,795,337,1609,689
193,6,226,332,988,716
193,11,896,318,1836,733
193,12,526,181,1169,428
193,17,249,223,619,523
193,20,175,371,475,845
193,26,424,246,922,569
193,35,-204,143,-99,354
193,36,170,242,470,565
193,45,616,263,1297,611
193,65,-27,236,54,550
193,78,-11,235,124,558
193,79,807,238,1770,537
193,87,907,229,1938,539
193,105,355,289,834,666
193,107,1054,274,2223,626
193,125,1450,548,3272,1327
193,127,-192,2,-145,108
193,129,-36,128,-15,277
193,142,812,345,1643,703
194,6,200,338,971,728
194,11,899,318,1838,732
194,12,515,180,1146,425
194,17,237,223,602,523
194,20,161,370,454,843
194,26,400,247,893,571
194,35,-214,143,-108,355
194,36,156,242,447,561
194,45,609,261,1287,610
194,65,-28,235,47,550
194,78,-15,235,119,558
194,79,803,229,1759,528
194,87,893,228,1914,537
194,105,343,289,809,660
194,107,1036,274,2200,625
194,125,1480,558,3346,1356
194,127,-202,0,-155,105
194,129,-38,128,-17,273
194,142,828,350,1670,713
195,6,174,345,955,739
195,11,890,317,1830,731
195,12,499,179,1126,425
195,17,227,222,585,521
195,20,146,368,433,841
195,26,373,248,860,574
195,35,-223,144,-118,355
195,36,152,242,431,554
195,45,596,258,1273,608
195,65,-30,251,40,570
195,78,-20,234,114,557
195,79,792,238,1738,537
195,87,883,227,1894,535
195,105,329,291,792,663
195,107,1021,272,2181,623
195,125,1510,567,3421,1385
195,127,-211,-2,-165,101
195,129,-40,127,-20,269
195,142,841,354,1694,723
195,144,898,233,1820,524
195,145,1099,269,2180,588
196,6,147,351,939,750
196,11,878,314,1814,726
196,12,486,179,1106,424
196,17,210,219,559,517
196,20,140,369,421,840
196,26,351,251,831,579
196,35,-233,144,-127,356
196,36,139,243,409,552
196,45,585,257,1253,603
196,65,-37,252,33,571
196,78,-25,234,109,556
196,79,777,241,1714,539
196,87,871,227,1876,534
196,105,319,291,774,663
196,107,1012,270,2162,621
196,125,1539,577,3495,1414
196,127,-221,-5,-175,98
196,129,-42,126,-22,265
196,142,854,359,1718,732
196,144,830,221,1699,496
196,145,1107,269,2165,580
197,6,121,357,923,762
197,11,868,311,1796,721
197,12,472,178,1087,425
197,17,194,217,532,512
197,20,125,370,398,842
197,26,329,253,797,579
197,35,-243,144,-137,357
197,36,127,245,394,561
197,45,575,255,1234,597
197,65,-43,254,26,572
197,78,193,280,343,605
197,79,765,231,1689,528
197,87,860,228,1862,536
197,105,314,292,754,656
197,107,1005,270,2154,622
197,125,1569,587,3570,1443
197,127,-231,-8,-185,94
197,129,-44,126,-25,262
197,142,866,364,1743,742
197,144,778,218,1656,496
197,145,1115,268,2150,573
198,6,95,363,906,773
198,11,872,309,1795,716
198,12,466,179,1076,426
198,17,176,216,503,508
198,20,117,372,382,843
198,26,300,254,758,581
198,35,-252,144,-146,358
198,36,112,247,375,568
198,45,564,255,1216,594
198,65,-50,255,19,573
198,78,203,283,353,607
198,79,752,234,1665,529
198,87,857,227,1842,532
198,105,297,291,739,662
198,107,994,271,2136,623
198,125,1599,597,3644,1472
198,127,-241,-11,-195,91
198,129,-46,125,-27,258
198,142,846,314,1782,718
198,144,712,207,1548,472
198,145,1123,268,2135,566
199,6,68,369,890,784
199,11,864,308,1785,714
199,12,450,180,1052,427
199,17,160,214,476,504
199,20,108,373,366,846
199,26,264,255,717,587
199,35,-262,145,-156,358
199,36,97,247,350,566
199,45,556,255,1204,594
199,65,-57,256,12,574
199,78,213,286,362,609
199,79,740,233,1645,528
199,87,847,226,1817,528
199,105,293,287,707,638
199,107,1001,270,2109,612
199,125,1628,606,3719,1501
199,127,-250,-14,-205,88
199,129,-48,124,-30,254
199,142,916,299,1720,640
199,144,645,196,1441,448
199,145,1010,270,2128,600
199,150,790,220,1648,504
200,6,42,376,874,796
200,11,855,307,1775,714
200,12,439,180,1031,427
200,17,147,214,454,503
200,20,90,374,341,847
200,26,237,255,679,588
200,35,-272,145,-165,359
200,36,74,248,321,571
200,45,547,256,1193,595
200,65,-64,258,5,575
200,78,223,288,372,612
200,79,729,227,1626,523
200,87,827,224,1791,527
200,105,270,286,691,649
200,107,1011,269,2077,598
200,125,1658,616,3793,1530
200,127,-260,-17,-215,84
200,129,-50,124,-32,250
200,142,933,295,1734,635
200,144,579,185,1333,424
200,145,1020,269,2097,587
200,150,776,221,1630,505
200,153,1200,397,2565,894
201,6,16,382,858,807
201,11,836,309,1752,715
201,12,424,180,1003,425
201,17,132,213,437,501
201,20,72,373,314,845
201,26,209,255,646,595
201,35,-281,145,-175,360
201,36,57,247,295,571
201,45,541,255,1181,594
201,65,-71,259,-1,576
201,78,206,223,356,517
201,79,715,227,1613,523
201,87,809,223,1766,526
201,105,250,284,667,652
201,107,973,279,2071,620
201,125,1688,626,3868,1559
201,127,-270,-20,-225,81
201,129,-53,123,-35,246
201,142,850,305,1764,695
201,144,512,174,1226,400
201,145,1008,267,2085,585
201,150,738,220,1608,510
201,153,1180,393,2557,895
201,154,823,354,1960,732
202,6,-9,388,841,818
202,11,832,308,1744,714
202,12,409,178,975,421
202,17,116,212,420,499
202,20,54,371,288,843
202,26,191,257,615,596
202,35,-291,145,-184,360
202,36,45,246,274,569
202,45,526,254,1161,593
202,65,-78,260,-8,577
202,78,188,216,344,508
202,79,702,227,1599,523
202,87,796,222,1743,524
202,105,234,283,643,651
202,107,953,279,2050,622
202,125,1717,636,3942,1588
202,127,-280,-23,-235,77
202,129,-55,122,-38,242
202,142,844,306,1759,697
202,144,446,163,1119,376
202,145,1007,265,2058,575
202,150,717,219,1597,514
202,153,1168,390,2541,893
202,154,772,375,1930,763
203,6,-36,394,825,830
203,11,821,305,1727,710
203,12,392,177,950,420
203,17,101,211,404,496
203,20,38,370,263,841
203,26,166,257,591,597
203,35,-301,146,-194,361
203,36,38,245,257,570
203,45,513,252,1138,587
203,65,-85,262,-15,578
203,78,166,212,325,503
203,79,689,227,1586,522
203,87,784,223,1723,524
203,105,219,282,621,651
203,107,965,278,2061,623
203,125,1747,645,4017,1617
203,127,-290,-26,-245,74
203,129,-57,121,-40,239
203,142,889,350,1808,743
203,144,379,152,1011,352
203,145,984,263,2051,580
203,150,696,221,1573,518
203,153,1156,389,2518,889
203,154,700,399,1892,799
204,6,-62,401,809,841
204,11,807,303,1706,706
204,12,384,176,935,420
204,17,86,210,387,494
204,20,27,370,244,841
204,26,141,257,567,598
204,35,-310,146,-203,362
204,36,23,245,242,570
204,45,498,250,1114,583
204,65,67,247,144,572
204,78,140,210,299,499
204,79,676,227,1572,522
204,87,777,223,1707,524
204,105,206,282,598,651
204,107,940,273,2028,617
204,125,1777,655,4091,1646
204,127,-299,-29,-255,71
204,129,-59,121,-43,235
204,142,908,369,1832,763
204,144,313,141,904,328
204,145,762,232,1761,534
204,150,676,222,1548,519
204,153,1144,388,2489,884
204,154,627,424,1853,835
204,158,205,259,518,596
204,160,983,264,2010,608
205,6,-88,407,792,852
205,11,792,301,1684,702
205,12,378,176,919,420
205,17,70,209,370,492
205,20,12,371,220,844
205,26,117,257,543,599
205,35,-320,146,-213,362
205,36,8,245,227,571
205,45,490,250,1097,580
205,65,61,247,141,573
205,78,114,208,270,494
205,79,662,227,1558,522
205,87,769,222,1689,523
205,105,196,283,578,653
205,107,980,266,1987,583
205,125,1806,665,4166,1675
205,127,-309,-32,-265,67
205,129,-61,120,-45,231
205,142,917,379,1847,775
205,144,247,130,797,304
205,145,722,228,1711,527
205,150,659,220,1524,516
205,153,1133,386,2458,877
205,154,555,448,1815,870
205,158,175,259,487,597
205,160,952,277,1983,622
206,6,-115,413,776,864
206,11,779,300,1668,701
206,12,359,177,892,422
206,17,55,208,354,490
206,20,4,373,203,848
206,26,92,258,519,600
206,36,-7,245,212,571
206,45,481,249,1084,580
206,65,48,248,128,574
206,78,87,207,239,493
206,79,649,227,1545,522
206,87,754,221,1663,521
206,105,183,284,556,655
206,107,959,263,1979,585
206,129,-63,119,-48,227
206,142,998,308,1853,664
206,144,180,119,689,280
206,145,682,223,1661,519
206,150,648,218,1502,513
206,153,1119,384,2423,869
206,154,483,472,1776,906
206,158,149,259,457,596
206,160,949,285,1980,631
207,6,-141,419,760,875
207,11,769,299,1651,699
207,12,346,177,868,422
207,17,40,207,337,487
207,20,-2,375,186,850
207,26,67,258,496,601
207,36,-22,246,197,572
207,45,469,250,1067,581
207,65,27,248,106,575
207,78,61,206,210,491
207,79,636,227,1531,522
207,87,733,218,1634,519
207,105,166,283,528,653
207,107,922,262,1974,597
207,129,-65,119,-50,223
207,142,1043,275,1855,603
207,144,114,108,582,256
207,145,641,218,1611,511
207,150,635,219,1483,515
207,153,1098,380,2388,862
207,154,411,497,1737,942
207,158,123,259,427,597
207,160,926,284,1953,630
208,6,-167,426,743,886
208,11,762,300,1640,700
208,12,329,177,840,421
208,17,24,206,321,485
208,20,-19,376,159,852
208,26,42,258,472,603
208,36,-37,246,182,572
208,45,462,250,1054,582
208,65,3,246,80,574
208,78,41,206,184,490
208,79,623,227,1518,522
208,87,717,216,1605,515
208,105,146,282,495,650
208,107,897,260,1955,599
208,129,-67,118,-53,220
208,142,1066,268,1868,592
208,144,47,97,474,232
208,145,601,213,1561,503
208,150,640,219,1478,514
208,153,1078,375,2342,850
208,154,338,521,1699,978
208,158,96,259,395,599
208,160,912,286,1940,632
209,6,-194,432,727,898
209,11,763,302,1634,700
209,12,313,176,809,418
209,17,9,205,304,483
209,20,-38,374,130,850
209,26,18,258,448,604
209,36,93,259,316,599
209,45,467,248,1030,564
209,65,-8,245,62,569
209,78,17,207,153,492
209,79,609,227,1504,521
209,87,704,216,1581,513
209,105,127,280,464,648
209,107,876,257,1930,599
209,129,-69,117,-55,216
209,142,1088,262,1880,582
209,144,-18,86,367,208
209,145,560,209,1511,496
209,150,622,218,1464,515
209,153,1057,371,2297,840
209,154,266,546,1660,1013
209,158,71,259,371,600
209,160,899,287,1926,633
210,6,-220,438,711,909
210,11,753,300,1622,700
210,12,296,175,779,416
210,17,-5,203,287,481
210,20,-49,372,108,845
210,26,-6,259,424,605
210,36,84,261,302,604
210,45,436,246,1010,573
210,65,-15,245,51,569
210,78,-2,207,127,493
210,79,596,227,1490,521
210,87,690,215,1560,514
210,105,109,279,435,646
210,107,861,256,1916,598
210,142,1110,255,1893,572
210,144,-85,75,260,184
210,145,520,204,1460,488
210,150,652,220,1417,491
210,153,1034,368,2257,833
210,154,194,570,1622,1049
210,158,45,260,347,602
210,160,868,260,1892,607
210,162,655,233,1389,528
211,6,-246,444,695,920
211,11,739,298,1602,698
211,12,279,175,754,416
211,17,-21,202,271,479
211,20,-51,371,94,842
211,26,-31,259,400,606
211,36,70,263,281,607
211,45,418,244,985,571
211,65,-21,244,40,570
211,78,-18,207,102,492
211,79,583,227,1477,521
211,87,679,216,1539,514
211,105,93,278,408,645
211,107,846,255,1902,597
211,142,1132,249,1905,561
211,144,-151,64,152,160
211,145,479,199,1410,480
211,150,641,216,1398,486
211,153,1010,365,2219,828
211,154,122,594,1583,1085
211,158,20,260,323,604
211,160,856,257,1869,601
211,162,636,235,1368,529
212,6,-273,451,678,932
212,11,725,296,1577,693
212,12,264,174,730,417
212,17,-36,201,254,476
212,20,-53,371,82,843
212,26,-56,259,377,607
212,36,58,264,260,608
212,45,409,242,965,567
212,65,-27,244,34,570
212,78,-35,206,76,490
212,79,570,227,1463,521
212,87,672,216,1519,514
212,105,79,279,383,646
212,107,831,253,1889,596
212,142,1154,242,1918,551
212,144,-218,52,45,136
212,145,439,194,1360,473
212,150,595,215,1379,499
212,153,989,362,2180,823
212,154,49,619,1544,1120
212,158,-4,260,300,606
212,160,845,256,1853,601
212,162,640,238,1363,530
213,6,-299,457,662,943
213,11,710,294,1554,689
213,12,252,175,710,419
213,17,-51,200,237,474
213,20,-55,373,70,845
213,26,-81,259,353,608
213,36,40,264,232,607
213,45,398,242,949,567
213,65,-32,244,29,570
213,78,-40,204,58,481
213,79,556,227,1450,521
213,87,661,215,1494,511
213,105,70,281,359,646
213,107,815,252,1875,595
213,142,1177,236,1931,541
213,144,-284,41,-62,112
213,145,399,190,1310,465
213,150,577,215,1362,499
213,153,968,359,2139,815
213,154,-22,643,1506,1156
213,158,-29,260,276,607
213,160,836,257,1837,601
213,162,608,220,1331,512
214,6,-325,463,646,954
214,11,702,292,1537,686
214,12,243,176,690,420
214,17,-67,199,221,472
214,20,-53,374,57,832
214,26,-105,260,329,609
214,36,15,264,199,608
214,45,390,242,935,568
214,65,-37,244,24,570
214,78,-56,202,42,477
214,79,543,227,1436,521
214,87,646,214,1469,510
214,105,66,281,339,638
214,107,800,251,1861,594
214,142,1199,229,1943,530
214,144,-351,30,-169,88
214,145,358,185,1260,457
214,150,559,214,1345,499
214,153,948,356,2098,809
214,154,-94,668,1467,1192
214,158,-54,260,252,609
214,160,841,257,1834,601
214,162,591,213,1308,504
215,6,-351,469,629,966
215,11,704,292,1534,685
215,12,237,176,674,421
215,17,-82,198,204,470
215,20,-65,374,44,830
215,26,-130,260,305,610
215,36,-6,264,167,610
215,45,387,243,926,569
215,65,-42,244,19,570
215,78,-71,200,26,474
215,79,530,226,1422,520
215,87,637,213,1444,506
215,105,48,281,320,636
215,107,785,250,1847,593
215,142,1221,223,1956,520
215,144,-417,19,-276,64
215,145,318,180,1210,450
215,150,542,214,1328,499
215,153,928,355,2060,805
215,154,-166,692,1429,1227
215,158,-79,261,228,611
215,160,859,257,1802,584
215,162,577,211,1291,502
215,167,920,408,1868,831
215,168,106,287,282,655
216,6,-378,476,613,977
216,11,692,292,1517,685
216,12,227,176,651,420
216,17,-97,197,188,468
216,20,-78,374,31,829
216,26,-155,260,281,611
216,36,-25,263,138,610
216,45,381,245,914,572
216,65,-47,243,14,570
216,78,-86,199,10,470
216,79,517,226,1409,520
216,87,630,212,1421,502
216,105,31,281,301,635
216,107,770,248,1833,593
216,142,1243,216,1969,510
216,144,-484,8,-384,40
216,145,277,175,1160,442
216,150,524,213,1311,498
216,153,910,355,2027,803
216,154,-239,716,1390,1263
216,158,-104,261,205,612
216,160,859,256,1781,576
216,162,564,214,1275,505
216,167,917,411,1869,836
216,168,83,278,259,646
216,169,853,286,1762,629
217,6,-404,482,597,988
217,11,707,294,1483,664
217,12,210,176,634,420
217,17,-113,196,171,465
217,20,-91,374,18,827
217,26,261,176,568,421
217,36,-40,263,113,611
217,45,404,242,898,546
217,65,-52,243,9,570
217,78,-102,197,-5,466
217,79,503,226,1395,520
217,87,621,212,1405,502
217,105,13,280,282,633
217,107,755,247,1820,592
217,142,1265,210,1981,499
217,144,-550,-2,-491,16
217,145,237,171,1110,434
217,150,506,213,1294,498
217,153,894,355,1997,801
217,154,-311,741,1352,1299
217,158,-129,261,181,614
217,160,861,254,1759,566
217,162,563,213,1253,497
217,167,915,413,1872,841
217,168,62,274,236,642
217,169,836,282,1742,624
217,170,712,343,1492,738
218,6,-430,488,581,1000
218,11,865,265,1600,607
218,12,193,176,617,420
218,17,-128,195,154,463
218,20,-103,374,5,826
218,26,255,172,556,413
218,36,-47,264,96,614
218,45,372,239,876,553
218,65,-57,243,3,570
218,78,-117,195,-21,463
218,79,490,226,1382,520
218,87,612,212,1388,503
218,105,-4,280,263,632
218,107,740,246,1806,591
218,142,1288,204,1994,489
218,144,-617,-13,-598,-7
218,145,197,166,1060,427
218,150,488,212,1277,498
218,153,884,354,1964,794
218,154,-383,765,1313,1335
218,158,-154,261,157,616
218,160,865,252,1736,554
218,162,554,211,1252,501
218,167,912,416,1874,845
218,168,46,273,216,637
218,169,826,281,1728,621
218,170,706,306,1486,701
219,11,878,261,1600,597
219,12,176,175,600,420
219,17,-144,194,138,461
219,20,-116,375,-7,824
219,26,243,171,542,411
219,36,-49,266,83,616
219,45,357,238,859,555
219,65,-63,243,-1,570
219,78,-132,193,-37,459
219,79,477,226,1368,520
219,87,605,211,1369,501
219,105,-22,280,245,630
219,107,725,244,1792,590
219,142,1310,197,2006,479
219,144,-683,-24,-706,-31
219,145,156,161,1009,419
219,150,471,212,1260,498
219,153,858,352,1933,795
219,154,-455,790,1274,1370
219,158,-179,261,133,617
219,160,859,250,1718,548
219,162,546,210,1241,501
219,167,909,363,1899,805
219,168,33,272,199,634
219,169,817,259,1716,599
219,170,692,292,1470,687
220,11,891,257,1600,587
220,12,159,175,583,420
220,17,-159,193,121,459
220,20,-128,375,-20,823
220,26,231,171,530,413
220,36,-50,266,70,608
220,45,369,238,866,555
220,65,-68,243,-6,570
220,78,-148,192,-53,456
220,79,464,226,1355,520
220,87,601,210,1345,495
220,105,-39,280,226,629
220,107,710,243,1778,589
220,142,1332,191,2019,468
220,144,-749,-35,-813,-55
220,145,116,156,959,411
220,150,453,211,1243,498
220,153,848,348,1911,791
220,154,-528,814,1236,1406
220,158,-204,262,110,619
220,160,853,249,1700,542
220,162,534,209,1224,501
220,167,883,349,1878,795
220,168,22,273,184,636
220,169,808,252,1706,592
220,170,677,286,1450,679
221,11,904,253,1600,577
221,12,142,175,566,420
221,17,-174,192,104,457
221,20,-141,375,-33,821
221,26,231,172,527,415
221,36,-49,265,58,601
221,45,366,239,860,558
221,65,-73,242,-11,570
221,78,-163,190,-69,452
221,79,450,226,1341,519
221,87,587,208,1326,495
221,105,-57,279,207,627
221,107,695,242,1764,588
221,142,1354,184,2032,458
221,144,-816,-46,-921,-79
221,145,75,151,909,403
221,150,435,211,1227,497
221,153,836,344,1886,786
221,154,-600,838,1197,1442
221,158,-229,262,86,621
221,160,848,247,1682,536
221,162,523,208,1205,500
221,167,877,340,1880,790
221,168,14,275,172,639
221,169,796,251,1696,592
221,170,667,284,1430,672
222,11,917,249,1599,567
222,12,125,175,549,420
222,17,-190,191,88,454
222,20,-153,375,-46,820
222,26,219,173,511,416
222,36,-61,265,47,601
222,45,358,239,848,559
222,65,-78,242,-16,570
222,78,-178,188,-85,448
222,79,437,226,1327,519
222,87,578,206,1306,491
222,105,-75,279,188,626
222,107,680,241,1751,587
222,142,1376,178,2044,448
222,144,-882,-57,-1028,-103
222,145,35,147,859,396
222,150,417,210,1210,497
222,153,826,341,1857,779
222,154,-672,863,1159,1477
222,158,-254,262,62,622
222,160,842,246,1664,531
222,162,516,207,1189,497
222,167,870,331,1883,785
222,168,9,276,161,640
222,169,788,251,1690,594
222,170,659,283,1415,669
223,11,930,245,1599,556
223,12,108,175,532,420
223,17,-205,190,71,452
223,20,-166,375,-59,818
223,26,210,173,497,416
223,36,-72,266,35,601
223,45,351,239,834,560
223,65,-83,242,-21,570
223,78,-194,187,-101,445
223,79,424,226,1314,519
223,87,570,206,1287,489
223,105,-93,279,169,624
223,107,665,239,1737,587
223,142,1399,171,2057,437
223,144,-949,-68,-1135,-127
223,145,-4,142,809,388
223,150,400,210,1193,497
223,153,812,339,1827,773
223,154,-744,887,1120,1513
223,158,-279,262,38,624
223,160,837,244,1646,525
223,162,509,208,1176,498
223,167,864,322,1885,780
223,168,0,275,147,640
223,169,786,251,1688,595
223,170,651,283,1404,669
224,11,944,241,1599,546
224,12,91,175,515,419
224,17,-220,189,54,450
224,20,-179,375,-72,817
224,26,198,172,480,414
224,36,-84,266,23,601
224,45,343,238,821,559
224,65,-88,242,-27,570
224,78,-209,185,-117,441
224,79,411,226,1300,519
224,87,561,205,1268,488
224,105,-111,279,151,622
224,107,650,238,1723,586
224,142,1421,165,2070,427
224,144,-1015,-79,-1243,-151
224,145,-45,137,759,380
224,150,382,209,1176,497
224,153,795,337,1798,771
224,154,-817,912,1081,1549
224,158,-304,262,15,626
224,160,831,242,1628,519
224,162,502,209,1166,500
224,167,857,313,1887,775
224,168,-13,273,127,638
224,169,783,250,1682,594
224,170,649,285,1400,671
225,11,957,238,1598,536
225,12,75,175,498,419
225,17,-236,188,38,448
225,20,-191,376,-85,815
225,26,184,172,462,413
225,36,-95,267,11,601
225,45,333,236,807,559
225,65,-94,242,-32,570
225,78,-224,183,-133,437
225,79,397,226,1287,519
225,87,550,205,1248,487
225,105,-128,279,132,621
225,107,634,237,1709,585
225,142,1443,158,2082,417
225,144,-1082,-90,-1350,-175
225,145,-85,132,709,373
225,150,364,209,1159,497
225,153,778,337,1771,771
225,154,-889,936,1043,1585
225,158,-330,263,-8,627
225,160,826,241,1610,513
225,162,500,225,1158,518
225,167,851,398,1792,823
225,168,-27,272,106,636
225,169,774,250,1669,595
225,170,647,285,1397,672
226,11,970,234,1598,526
226,12,58,175,481,419
226,17,-251,187,21,445
226,20,-204,376,-98,814
226,26,171,171,445,414
226,36,-107,267,0,601
226,45,327,234,792,554
226,65,-99,242,-37,570
226,78,-240,181,-149,434
226,79,384,226,1273,519
226,87,536,204,1231,485
226,105,-146,278,113,619
226,107,619,236,1695,584
226,142,1465,152,2095,406
226,144,-1148,-101,-1457,-199
226,145,-126,128,659,365
226,150,346,208,1142,496
226,153,766,337,1746,770
226,154,-961,960,1004,1620
226,158,-355,263,-32,629
226,160,820,239,1592,507
226,162,540,211,1182,498
226,167,843,404,1772,826
226,168,-35,271,91,634
226,169,767,250,1655,594
226,170,637,285,1385,673
226,177,1241,146,2494,365
227,11,983,230,1598,516
227,12,41,175,464,419
227,17,-266,186,5,443
227,20,-216,376,-111,812
227,26,161,172,432,415
227,36,6,344,113,703
227,45,323,233,780,552
227,65,-104,241,-42,570
227,78,-255,180,-165,430
227,79,371,226,1259,518
227,87,522,203,1215,483
227,105,-164,278,94,618
227,107,604,234,1682,583
227,142,1487,145,2108,396
227,144,-1215,-112,-1565,-223
227,145,-166,123,609,357
227,150,329,208,1125,496
227,153,757,337,1723,769
227,154,-1033,985,966,1656
227,158,-380,263,-56,631
227,160,814,238,1574,501
227,162,547,205,1180,489
227,167,832,405,1755,827
227,168,-37,271,80,625
227,169,764,251,1644,593
227,170,630,283,1372,670
227,177,1224,147,2479,366
227,179,508,212,1135,506
228,11,996,226,1597,505
228,12,24,175,447,419
228,17,-282,185,-11,441
228,20,-229,376,-125,811
228,26,158,173,427,418
228,36,5,351,112,711
228,45,324,233,776,552
228,65,-109,241,-47,570
228,78,-270,178,-181,427
228,79,358,226,1246,518
228,87,509,202,1199,482
228,105,-182,278,75,616
228,107,589,233,1668,582
228,142,1510,139,2120,386
228,145,-206,118,558,350
228,150,311,207,1108,496
228,153,750,338,1700,767
228,154,-1106,1009,927,1692
228,158,-405,263,-79,633
228,160,809,236,1556,495
228,162,548,202,1170,482
228,167,823,405,1736,825
228,168,-38,279,70,627
228,169,760,253,1636,597
228,170,624,282,1357,666
228,177,1205,147,2465,367
228,179,494,211,1120,507
229,11,1009,222,1597,495
229,12,7,175,431,419
229,17,-297,184,-28,439
229,20,-241,376,-138,809
229,26,150,175,414,422
229,36,4,359,112,720
229,45,320,234,771,554
229,65,-114,241,-52,570
229,78,-285,176,-197,423
229,79,345,226,1232,518
229,87,495,201,1182,480
229,105,-199,278,57,615
229,107,574,232,1654,581
229,142,1532,133,2133,376
229,145,-247,113,508,342
229,150,293,207,1091,496
229,153,739,339,1674,767
229,154,-1178,1034,889,1727
229,158,-430,263,-103,634
229,160,803,235,1538,489
229,162,541,200,1158,479
229,167,814,404,1718,821
229,168,-40,277,64,636
229,169,753,255,1630,601
229,170,621,282,1346,664
229,177,1190,147,2454,367
229,179,486,212,1104,504
230,11,1023,218,1597,485
230,12,-9,174,414,419
230,17,-312,183,-44,437
230,20,-254,377,-151,808
230,26,146,177,404,424
230,36,3,366,111,729
230,45,320,236,767,558
230,65,-119,241,-58,570
230,78,-301,175,-213,419
230,79,331,226,1219,518
230,87,481,201,1166,478
230,105,-217,277,38,613
230,107,559,230,1640,581
230,142,1554,126,2145,365
230,145,-287,109,458,334
230,150,275,206,1074,496
230,153,725,340,1653,769
230,154,-1250,1058,850,1763
230,158,-455,263,-127,636
230,160,798,233,1520,483
230,162,525,200,1148,485
230,167,804,402,1702,820
230,168,-40,276,59,642
230,169,744,259,1623,608
230,170,617,284,1339,666
230,177,1178,146,2443,367
230,179,478,214,1093,507
231,11,1036,214,1596,475
231,12,-26,174,397,419
231,20,-267,377,-164,806
231,26,141,178,395,426
231,36,2,373,111,738
231,45,323,238,768,563
231,65,-125,241,-63,570
231,78,-316,173,-229,416
231,87,467,200,1149,476
231,105,-235,277,19,612
231,107,544,229,1626,580
231,142,1576,120,2158,355
231,145,-328,104,408,327
231,150,258,206,1057,495
231,153,713,339,1631,768
231,154,-1322,1083,811,1799
231,158,-480,264,-151,638
231,160,792,231,1501,477
231,162,527,202,1123,475
231,167,795,403,1691,819
231,168,-39,277,51,635
231,169,741,263,1615,613
231,170,624,285,1328,659
231,177,1169,145,2433,366
231,179,472,216,1087,509
231,180,1180,146,2428,368
232,11,818,306,1582,657
232,12,-43,174,380,419
232,20,-279,377,-177,805
232,26,134,177,384,427
232,36,1,380,110,747
232,45,340,238,765,551
232,65,-130,240,-68,570
232,78,-331,171,-245,412
232,87,453,199,1133,475
232,105,-253,277,0,610
